lang,page_title,url,wiki_link
de,Skolverket,https://www.regeringen.se/contentassets/acfe8d97afac4367b2f9d3b53f9218de/tre-nya-skolmyndigheter-sou-200779,https://de.wikipedia.org/wiki/Skolverket
de,Mikaela Kumlin Granit,https://www.regeringen.se/pressmeddelanden/2021/04/ny-ambassador-i-storbritannien1/,https://de.wikipedia.org/wiki/Mikaela_Kumlin_Granit
de,Stefan Löfven,https://www.regeringen.se/pressmeddelanden/2021/06/digital-presstraff-med-statsministern-28-juni-2021/,https://de.wikipedia.org/wiki/Stefan_Löfven
de,Eva Nordmark,https://regeringen.se/pressmeddelanden/2021/07/sveriges-nya-regering/,https://de.wikipedia.org/wiki/Eva_Nordmark
de,Dal-Regiment,https://www.regeringen.se/pressmeddelanden/2020/10/overenskommelse-om-forstarkningar-av-forsvarsmaktens-grundorganisation/,https://de.wikipedia.org/wiki/Dal-Regiment
de,Ann-Helén Laestadius,https://www.regeringen.se/pressmeddelanden/2016/10/samtliga-ledamoter-i-lasdelegationen-utsedda/,https://de.wikipedia.org/wiki/Ann-Helén_Laestadius
de,Diskussion:Schweden/Archiv/1,https://www.regeringen.se/contentassets/9841acbd24994a13847a4ae9288e3e6c/bilder-av-sverige-i-utlandet,https://de.wikipedia.org/wiki/Diskussion:Schweden/Archiv/1
de,Märta Stenevi,https://www.regeringen.se/sveriges-regering/arbetsmarknadsdepartementet/marta-stenevi/cv-marta-stenevi/,https://de.wikipedia.org/wiki/Märta_Stenevi
de,Anna Hallberg,https://regeringen.se/pressmeddelanden/2021/11/regeringsskifte-den-30-november-2021/,https://de.wikipedia.org/wiki/Anna_Hallberg
de,Matilda Ernkrans,https://regeringen.se/pressmeddelanden/2021/11/regeringsskifte-den-30-november-2021/,https://de.wikipedia.org/wiki/Matilda_Ernkrans
de,Eva Nordmark,https://regeringen.se/pressmeddelanden/2021/11/regeringsskifte-den-30-november-2021/,https://de.wikipedia.org/wiki/Eva_Nordmark
de,Eric Runesson,https://www.regeringen.se/pressmeddelanden/2018/06/nytt-justitierad-i-hogsta-domstolen/,https://de.wikipedia.org/wiki/Eric_Runesson
de,Mikael Damberg,https://www.regeringen.se/pressmeddelanden/2021/11/regeringsskifte-den-30-november-2021/,https://de.wikipedia.org/wiki/Mikael_Damberg
de,Morgan Johansson (Politiker),https://www.regeringen.se/pressmeddelanden/2021/11/regeringsskifte-den-30-november-2021/,https://de.wikipedia.org/wiki/Morgan_Johansson_(Politiker)
de,Anders Ygeman,https://www.regeringen.se/pressmeddelanden/2021/11/regeringsskifte-den-30-november-2021/,https://de.wikipedia.org/wiki/Anders_Ygeman
de,Matilda Ernkrans,https://www.regeringen.se/sveriges-regering/utrikesdepartementet/matilda-ernkrans/,https://de.wikipedia.org/wiki/Matilda_Ernkrans
de,Ann Linde,https://www.regeringen.se/pressmeddelanden/2021/11/regeringsskifte-den-30-november-2021/,https://de.wikipedia.org/wiki/Ann_Linde
de,Eva Nordmark,https://regeringen.se/sveriges-regering/arbetsmarknadsdepartementet/eva-nordmark/,https://de.wikipedia.org/wiki/Eva_Nordmark
