lang,page_title,url,wiki_link,status,reason,final_url,ia_url,ia_status
da,Eugenik,http://www.regeringen.se/contentassets/0bf1ef28b1394cb88cecb7f98dacc34d/steriliseringsfragor-i-sverige-1935-1975,https://da.wikipedia.org/wiki/Eugenik,ok,,https://www.regeringen.se/contentassets/0bf1ef28b1394cb88cecb7f98dacc34d/steriliseringsfragor-i-sverige-1935-1975,http://web.archive.org/web/20250516144942/https://www.regeringen.se/contentassets/0bf1ef28b1394cb88cecb7f98dacc34d/steriliseringsfragor-i-sverige-1935-1975/,available
da,Eugenik,http://www.regeringen.se/content/1/c4/28/64/212fc81a.pdf,https://da.wikipedia.org/wiki/Eugenik,dead,HTTP 404,https://www.regeringen.se/content/1/c4/28/64/212fc81a.pdf,http://web.archive.org/web/20120205055543/http://www.regeringen.se/content/1/c4/28/64/212fc81a.pdf,available
da,Sveriges statsminister,http://www.regeringen.se/,https://da.wikipedia.org/wiki/Sveriges_statsminister,dead,redirect_to_root,https://www.regeringen.se/,,missing
da,Sture Bergwall,http://www.regeringen.se/content/1/c6/22/94/41/4aa35caa.pdf,https://da.wikipedia.org/wiki/Sture_Bergwall,dead,HTTP 404,https://www.regeringen.se/content/1/c6/22/94/41/4aa35caa.pdf,http://web.archive.org/web/20131203095338/http://www.regeringen.se/content/1/c6/22/94/41/4aa35caa.pdf,available
da,Diskussion:Spærregrænse,https://www.regeringen.se/49bb87/contentassets/1a9516f00de641bf8f7591f44495138e/proportionalitet-i-val-samt-forhandsanmalan-av-partier-och-kandidater-hela-dokumentet-sou-201294,https://da.wikipedia.org/wiki/Diskussion:Spærregrænse,dead,HTTP 404,https://www.regeringen.se/49bb87/contentassets/1a9516f00de641bf8f7591f44495138e/proportionalitet-i-val-samt-forhandsanmalan-av-partier-och-kandidater-hela-dokumentet-sou-201294,http://web.archive.org/web/20210729183822/https://www.regeringen.se/49bb87/contentassets/1a9516f00de641bf8f7591f44495138e/proportionalitet-i-val-samt-forhandsanmalan-av-partier-och-kandidater-hela-dokumentet-sou-201294,available
da,C-byrån,http://www.regeringen.se/content/1/c6/02/81/37/6f303194.pdf,https://da.wikipedia.org/wiki/C-byrån,dead,HTTP 404,https://www.regeringen.se/content/1/c6/02/81/37/6f303194.pdf,http://web.archive.org/web/20050211122542/http://regeringen.se:80/content/1/c6/02/81/37/6f303194.pdf,available
da,Gitte Ørskou,https://www.regeringen.se/pressmeddelanden/2019/06/gitte-orskou-ny-overintendent-och-chef-for-moderna-museet/,https://da.wikipedia.org/wiki/Gitte_Ørskou,ok,,https://regeringen.se,http://web.archive.org/web/20220816101200/https://www.regeringen.se/pressmeddelanden/2019/06/gitte-orskou-ny-overintendent-och-chef-for-moderna-museet/,available
da,Dan Koehl,https://www.regeringen.se/4963ca/contentassets/3641df8152a34e38b70fbbd064957466/sveriges-akvarieforeningars-riksforbund.pdf,https://da.wikipedia.org/wiki/Dan_Koehl,dead,HTTP 404,https://www.regeringen.se/4963ca/contentassets/3641df8152a34e38b70fbbd064957466/sveriges-akvarieforeningars-riksforbund.pdf,http://web.archive.org/web/20221203013855/https://www.regeringen.se/4963ca/contentassets/3641df8152a34e38b70fbbd064957466/sveriges-akvarieforeningars-riksforbund.pdf,available
da,"Konventionen om Oprindelige Folk og Stammefolk, 1989",http://www.regeringen.se/sb/d/108/a/12151,"https://da.wikipedia.org/wiki/Konventionen_om_Oprindelige_Folk_og_Stammefolk,_1989",ok,,https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/1999/03/sou-199925/,http://web.archive.org/web/20120420032425/http://www.regeringen.se:80/sb/d/108/a/12151,available
da,Else Marie Friis,https://www.regeringen.se/pressmeddelanden/2015/04/else-marie-friis-tilldelas-kungl.-nordstjarneorden/,https://da.wikipedia.org/wiki/Else_Marie_Friis,ok,,https://regeringen.se,http://web.archive.org/web/20180915002213/https://www.regeringen.se/pressmeddelanden/2015/04/else-marie-friis-tilldelas-kungl.-nordstjarneorden/,available
da,Ylva Johansson,https://www.regeringen.se/sveriges-regering/arbetsmarknadsdepartementet/ylva-johansson/cv-ylva-johansson/,https://da.wikipedia.org/wiki/Ylva_Johansson,dead,HTTP 404,https://www.regeringen.se/sveriges-regering/arbetsmarknadsdepartementet/ylva-johansson/cv-ylva-johansson/,http://web.archive.org/web/20190831184245/https://www.regeringen.se/sveriges-regering/arbetsmarknadsdepartementet/ylva-johansson/cv-ylva-johansson/,available
da,Magdalena Andersson,https://www.regeringen.se/pressmeddelanden/2021/11/halltider-for-regeringsskiftet-30-november/,https://da.wikipedia.org/wiki/Magdalena_Andersson,ok,,https://regeringen.se,http://web.archive.org/web/20220808095148/https://www.regeringen.se/pressmeddelanden/2021/11/halltider-for-regeringsskiftet-30-november/,available
da,Sverige,http://www.regeringen.se/sb/d/17497/a/215515,https://da.wikipedia.org/wiki/Sverige,dead,HTTP 404,https://www.regeringen.se/sb/d/17497/a/215515,http://web.archive.org/web/20210418020853/https://www.regeringen.se/sb/d/17497/a/215515,available
da,Morgan Johansson,http://www.regeringen.se/artiklar/2015/11/regeringen-foreslar-atgarder-for-att-skapa-andrum-for-svenskt-flyktingmottagande/,https://da.wikipedia.org/wiki/Morgan_Johansson,ok,,https://regeringen.se,http://web.archive.org/web/20220925022939/https://www.regeringen.se/artiklar/2015/11/regeringen-foreslar-atgarder-for-att-skapa-andrum-for-svenskt-flyktingmottagande/,available
da,Karl-Petter Thorwaldsson,https://www.regeringen.se/sveriges-regering/naringsdepartementet/karl-petter-thorwaldsson/,https://da.wikipedia.org/wiki/Karl-Petter_Thorwaldsson,dead,HTTP 404,https://www.regeringen.se/sveriges-regering/klimat--och-naringslivsdepartementet/karl-petter-thorwaldsson/,http://web.archive.org/web/20221015101336/https://www.regeringen.se/sveriges-regering/naringsdepartementet/karl-petter-thorwaldsson/,available
da,Per Bolund,https://www.regeringen.se/sveriges-regering/finansdepartementet/per-bolund/cv-per-bolund/,https://da.wikipedia.org/wiki/Per_Bolund,dead,HTTP 404,https://www.regeringen.se/sveriges-regering/finansdepartementet/per-bolund/cv-per-bolund/,,missing
da,Märta Stenevi,https://www.regeringen.se/49661b/contentassets/b07acbf1807c4a9895031395c46e59e3/cv-marta-stenevi.pdf,https://da.wikipedia.org/wiki/Märta_Stenevi,dead,HTTP 404,https://www.regeringen.se/49661b/contentassets/b07acbf1807c4a9895031395c46e59e3/cv-marta-stenevi.pdf,http://web.archive.org/web/20210522195112/https://www.regeringen.se/49661b/contentassets/b07acbf1807c4a9895031395c46e59e3/cv-marta-stenevi.pdf,available
da,Forsvarsdepartementet (Sverige),https://regeringen.se/sveriges-regering/forsvarsdepartementet/,https://da.wikipedia.org/wiki/Forsvarsdepartementet_(Sverige),ok,,https://regeringen.se/sveriges-regering/forsvarsdepartementet/,http://web.archive.org/web/20260104153644/https://regeringen.se/sveriges-regering/forsvarsdepartementet/,available
da,Kulturdepartementet (Sverige),https://www.regeringen.se/sveriges-regering/kulturdepartementet/,https://da.wikipedia.org/wiki/Kulturdepartementet_(Sverige),ok,,https://www.regeringen.se/sveriges-regering/kulturdepartementet/,http://web.archive.org/web/20260104104926/https://www.regeringen.se/sveriges-regering/kulturdepartementet/,available
da,Utrikesdepartementet,https://www.regeringen.se/sveriges-regering/utrikesdepartementet/,https://da.wikipedia.org/wiki/Utrikesdepartementet,ok,,https://www.regeringen.se/sveriges-regering/utrikesdepartementet/,http://web.archive.org/web/20260104104808/https://www.regeringen.se/sveriges-regering/utrikesdepartementet/,available
da,Regeringen Kristersson,https://www.regeringen.se/pressmeddelanden/2022/10/sveriges-nya-regering/,https://da.wikipedia.org/wiki/Regeringen_Kristersson,ok,,https://www.regeringen.se/pressmeddelanden/2022/10/sveriges-nya-regering/,http://web.archive.org/web/20250913053435/https://www.regeringen.se/pressmeddelanden/2022/10/sveriges-nya-regering/,available
da,Bruger:Palnatoke/Autolister/Riksdagsledamöter,https://www.regeringen.se/sveriges-regering/naringsdepartementet/anna-caren-satherberg/,https://da.wikipedia.org/wiki/Bruger:Palnatoke/Autolister/Riksdagsledamöter,dead,HTTP 404,https://www.regeringen.se/sveriges-regering/klimat--och-naringslivsdepartementet/anna-caren-satherberg/,http://web.archive.org/web/20221017230444/https://regeringen.se/sveriges-regering/naringsdepartementet/anna-caren-satherberg/,available
da,Bruger:Palnatoke/Autolister/Riksdagsledamöter,https://www.regeringen.se/sveriges-regering/finansdepartementet/ida-karkiainen/,https://da.wikipedia.org/wiki/Bruger:Palnatoke/Autolister/Riksdagsledamöter,dead,HTTP 404,https://www.regeringen.se/sveriges-regering/finansdepartementet/ida-karkiainen/,,missing
da,Bruger:Holger Terp2/Fredsbevægelse,https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2002/01/sou-200290/,https://da.wikipedia.org/wiki/Bruger:Holger_Terp2/Fredsbevægelse,ok,,https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2002/01/sou-200290/,http://web.archive.org/web/20251115124041/https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2002/01/sou-200290/,available
da,Ljubljana-Haag-konventionen,https://www.regeringen.se/pressmeddelanden/2024/02/sverige-undertecknar-ny-konvention-om-internationellt-straffrattsligt-samarbete/,https://da.wikipedia.org/wiki/Ljubljana-Haag-konventionen,ok,,https://www.regeringen.se/pressmeddelanden/2024/02/sverige-undertecknar-ny-konvention-om-internationellt-straffrattsligt-samarbete/,http://web.archive.org/web/20250909041708/https://www.regeringen.se/pressmeddelanden/2024/02/sverige-undertecknar-ny-konvention-om-internationellt-straffrattsligt-samarbete/,available
da,Bankkajen,http://www.regeringen.se/content/1/c4/29/88/8f2dd7b4.pdf,https://da.wikipedia.org/wiki/Bankkajen,dead,HTTP 404,https://www.regeringen.se/content/1/c4/29/88/8f2dd7b4.pdf,http://web.archive.org/web/20120205055440/http://www.regeringen.se/content/1/c4/29/88/8f2dd7b4.pdf,available
