url,status
http://scb.se/sv_/Hitta-statistik/Statistik-efter-amne/Befolkning/Befolkningens-sammansattning/Befolkningsstatistik/25788/25795/Helarsstatistik---Forsamling-landskap-och-stad/370352,SOFT_404
http://www.scb.se/Grupp/Hitta_statistik/Internationell_statistik/_Dokument/NUTS_1_2_3_20080101.pdf,SOFT_404
http://www.scb.se/Grupp/valfard/_dokument/A05ST0203_04.pdf,SOFT_404
http://www.scb.se/statistik/be/aa9999/2003m00/be90s%C3%859901.pdf,SOFT_404
http://www.scb.se/Statistik/NR/NR0105/2008A01/Regionala_rakenskaper_1993_2008__.xls,SOFT_404
http://www.scb.se/hitta-statistik/statistik-efter-amne/befolkning/befolkningens-sammansattning/befolkningsstatistik/pong/tabell-och-diagram/manadsstatistik--riket/preliminar-befolkningsstatistik-per-manad/,SOFT_404
http://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101F/UtlmedbR/table/tableViewLayout1/?rxid=20a6d62c-45be-4fd3-8a6e-0fc6b433877f,200
http://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__MI__MI0810__MI0810A/LandarealTatort/?rxid=ff9309f9-7ecb-480f-a73c-08d86b3e56f8,200
https://www.scb.se/hitta-statistik/statistik-efter-amne/befolkning/befolkningens-sammansattning/befolkningsstatistik/pong/tabell-och-diagram/kvartals--och-halvarsstatistik--kommun-lan-och-riket/kvartal-3-2017/,SOFT_404
https://www.scb.se/hitta-statistik/statistik-efter-amne/befolkning/befolkningens-sammansattning/befolkningsstatistik/pong/tabell-och-diagram/helarsstatistik--forsamling-landskap-och-stad/folkmangd-i-landskapen-den-31-december-2016/,SOFT_404
http://www.scb.se/sv_/Hitta-statistik/Statistik-efter-amne/Miljo/Markanvandning/Tatorter-arealer-befolkning/12994/13001/Behallare-for-Press/409845/,SOFT_404
http://www.scb.se/hitta-statistik/statistik-efter-amne/miljo/markanvandning/smaorter-arealer-befolkning/pong/tabell-och-diagram/forandringar-i-antalet-smaorter-2010-2015/,SOFT_404
http://www.scb.se/sv_/Hitta-statistik/Statistik-efter-amne/Befolkning/Befolkningens-sammansattning/Befolkningsstatistik/25788/25795/Behallare-for-Press/393217/,SOFT_404
"http://www.ssd.scb.se/databaser/makro/SubTable.asp?yp=bergman&xu=scb&omradekod=BE&huvudtabell=UtlSvBakgTot&omradetext=Befolkning&tabelltext=Antal+personer+med+utl%E4ndsk+eller+svensk+bakgrund+efter+region,+civilst%E5nd,+%E5lder+och+k%F6n.+%C5r&preskat=O&prodid=BE0101&starttid=2002&stopptid=2006&Fromwhere=M&lang=1&langdb=1",ERROR
http://www.scb.se/Statistik/BE/BE0101/2012M02/Be0101KomJmfBef_2011_.xls,SOFT_404
http://www.scb.se/Pages/ProductTables____25795.aspx,SOFT_404
https://www.scb.se/hitta-statistik/statistik-efter-amne/befolkning/befolkningens-sammansattning/befolkningsstatistik/pong/tabell-och-diagram/kvartals--och-halvarsstatistik--kommun-lan-och-riket/kvartal-4-2017/,SOFT_404
http://www.scb.se/hitta-statistik/statistik-efter-amne/befolkning/befolkningens-sammansattning/befolkningsstatistik/pong/tabell-och-diagram/helarsstatistik--forsamling-landskap-och-stad/folkmangd-i-landskapen-den-31-december-2016/,SOFT_404
http://www.scb.se/hitta-statistik/sverige-i-siffror/namnsok/,200
https://www.scb.se/hitta-statistik/statistik-efter-amne/befolkning/befolkningens-sammansattning/befolkningsstatistik/pong/tabell-och-diagram/kvartals--och-halvarsstatistik--kommun-lan-och-riket/kvartal-4-2019/,SOFT_404
https://www.scb.se/hitta-statistik/statistik-efter-amne/miljo/markanvandning/tatorter/pong/tabell-och-diagram/statistiska-tatorter-2018-befolkning-landareal-befolkningstathet-per-tatort/,SOFT_404
http://www.scb.se/Statistik/MI/MI0810/2010A01Z/05_Tatorter2010_befolkning_1960_2010.xls,SOFT_404
https://www.scb.se/hitta-statistik/statistik-efter-amne/befolkning/befolkningens-sammansattning/befolkningsstatistik/pong/tabell-och-diagram/kvartals--och-halvarsstatistik--kommun-lan-och-riket/kvartal-2-2020/,SOFT_404
https://kommunsiffror.scb.se/?id1=1440,200
https://kommunsiffror.scb.se/?id1=1521,200
https://kommunsiffror.scb.se/?id1=1489,200
https://kommunsiffror.scb.se/?id1=1582,200
https://kommunsiffror.scb.se/?id1=0764,200
https://kommunsiffror.scb.se/?id1=0604,200
https://kommunsiffror.scb.se/?id1=1984,200
https://kommunsiffror.scb.se/?id1=2506,ERROR
https://kommunsiffror.scb.se/?id1=2505,200
https://kommunsiffror.scb.se/?id1=1784,200
https://kommunsiffror.scb.se/?id1=1882,200
https://kommunsiffror.scb.se/?id1=2084,200
https://kommunsiffror.scb.se/?id1=1460,200
https://kommunsiffror.scb.se/?id1=1560,200
https://kommunsiffror.scb.se/?id1=2326,200
https://kommunsiffror.scb.se/?id1=2403,ERROR
https://kommunsiffror.scb.se/?id1=1260,200
https://kommunsiffror.scb.se/?id1=2582,200
https://kommunsiffror.scb.se/?id1=1443,200
https://kommunsiffror.scb.se/?id1=1535,200
https://kommunsiffror.scb.se/?id1=2183,200
https://kommunsiffror.scb.se/?id1=0885,200
https://kommunsiffror.scb.se/?id1=2081,200
https://kommunsiffror.scb.se/?id1=0626,ERROR
https://kommunsiffror.scb.se/?id1=1490,200
https://kommunsiffror.scb.se/?id1=1583,200
https://kommunsiffror.scb.se/?id1=0127,200
https://kommunsiffror.scb.se/?id1=0560,200
https://kommunsiffror.scb.se/?id1=1272,200
https://kommunsiffror.scb.se/?id1=1162,200
https://kommunsiffror.scb.se/?id1=2305,200
https://kommunsiffror.scb.se/?id1=1231,ERROR
https://kommunsiffror.scb.se/?id1=1278,200
https://kommunsiffror.scb.se/?id1=1168,200
https://kommunsiffror.scb.se/?id1=1438,200
https://kommunsiffror.scb.se/?id1=1504,200
https://kommunsiffror.scb.se/?id1=0162,200
https://kommunsiffror.scb.se/?id1=1862,200
https://kommunsiffror.scb.se/?id1=2425,200
https://kommunsiffror.scb.se/?id1=1730,ERROR
https://kommunsiffror.scb.se/?id1=0125,200
https://kommunsiffror.scb.se/?id1=0686,200
https://kommunsiffror.scb.se/?id1=0862,200
https://kommunsiffror.scb.se/?id1=0381,200
https://kommunsiffror.scb.se/?id1=0484,200
https://kommunsiffror.scb.se/?id1=1285,200
https://kommunsiffror.scb.se/?id1=1445,200
https://kommunsiffror.scb.se/?id1=1603,ERROR
https://kommunsiffror.scb.se/?id1=1982,200
https://kommunsiffror.scb.se/?id1=1382,200
https://kommunsiffror.scb.se/?id1=1499,200
https://kommunsiffror.scb.se/?id1=1686,200
https://kommunsiffror.scb.se/?id1=2080,200
https://kommunsiffror.scb.se/?id1=1782,200
https://kommunsiffror.scb.se/?id1=0562,200
https://kommunsiffror.scb.se/?id1=0482,ERROR
https://kommunsiffror.scb.se/?id1=1763,200
https://kommunsiffror.scb.se/?id1=1439,200
https://kommunsiffror.scb.se/?id1=1507,200
https://kommunsiffror.scb.se/?id1=2026,200
https://kommunsiffror.scb.se/?id1=0662,200
https://kommunsiffror.scb.se/?id1=0461,200
https://kommunsiffror.scb.se/?id1=0617,200
https://kommunsiffror.scb.se/?id1=1764,ERROR
https://kommunsiffror.scb.se/?id1=1444,200
https://kommunsiffror.scb.se/?id1=1602,200
https://kommunsiffror.scb.se/?id1=1447,200
https://kommunsiffror.scb.se/?id1=1643,200
https://kommunsiffror.scb.se/?id1=0121,200
https://kommunsiffror.scb.se/?id1=0221,200
https://kommunsiffror.scb.se/?id1=2523,200
https://kommunsiffror.scb.se/?id1=2180,ERROR
https://kommunsiffror.scb.se/?id1=1480,200
https://kommunsiffror.scb.se/?id1=1471,200
https://kommunsiffror.scb.se/?id1=1661,200
https://kommunsiffror.scb.se/?id1=0643,200
https://kommunsiffror.scb.se/?id1=1623,200
https://kommunsiffror.scb.se/?id1=1783,200
https://kommunsiffror.scb.se/?id1=1861,200
https://kommunsiffror.scb.se/?id1=1961,200
https://kommunsiffror.scb.se/?id1=1380,200
https://kommunsiffror.scb.se/?id1=1761,200
https://kommunsiffror.scb.se/?id1=0136,200
https://kommunsiffror.scb.se/?id1=2583,200
https://kommunsiffror.scb.se/?id1=0331,200
https://kommunsiffror.scb.se/?id1=2083,200
https://kommunsiffror.scb.se/?id1=1283,200
https://kommunsiffror.scb.se/?id1=1466,200
https://kommunsiffror.scb.se/?id1=1566,200
https://kommunsiffror.scb.se/?id1=1497,200
https://kommunsiffror.scb.se/?id1=1684,200
https://kommunsiffror.scb.se/?id1=2104,200
https://kommunsiffror.scb.se/?id1=0126,200
https://kommunsiffror.scb.se/?id1=2184,200
https://kommunsiffror.scb.se/?id1=0860,200
https://kommunsiffror.scb.se/?id1=1315,200
https://kommunsiffror.scb.se/?id1=1863,200
https://kommunsiffror.scb.se/?id1=2361,200
https://kommunsiffror.scb.se/?id1=2280,200
https://kommunsiffror.scb.se/?id1=1401,200
https://kommunsiffror.scb.se/?id1=1293,200
https://kommunsiffror.scb.se/?id1=1183,200
https://kommunsiffror.scb.se/?id1=0305,200
https://kommunsiffror.scb.se/?id1=0322,200
https://kommunsiffror.scb.se/?id1=1284,200
https://kommunsiffror.scb.se/?id1=0821,200
https://kommunsiffror.scb.se/?id1=1266,200
https://kommunsiffror.scb.se/?id1=1267,200
https://kommunsiffror.scb.se/?id1=2210,200
https://kommunsiffror.scb.se/?id1=2510,200
https://kommunsiffror.scb.se/?id1=1001,200
https://kommunsiffror.scb.se/?id1=0123,200
https://kommunsiffror.scb.se/?id1=0680,200
https://kommunsiffror.scb.se/?id1=2514,200
https://kommunsiffror.scb.se/?id1=0880,200
https://kommunsiffror.scb.se/?id1=1446,200
https://kommunsiffror.scb.se/?id1=1637,200
https://kommunsiffror.scb.se/?id1=1082,200
https://kommunsiffror.scb.se/?id1=1883,200
https://kommunsiffror.scb.se/?id1=1080,200
https://kommunsiffror.scb.se/?id1=1780,200
https://kommunsiffror.scb.se/?id1=0483,200
https://kommunsiffror.scb.se/?id1=1715,200
https://kommunsiffror.scb.se/?id1=0513,200
https://kommunsiffror.scb.se/?id1=2584,200
https://kommunsiffror.scb.se/?id1=1276,200
https://kommunsiffror.scb.se/?id1=1166,200
https://kommunsiffror.scb.se/?id1=0330,200
https://kommunsiffror.scb.se/?id1=2282,200
https://kommunsiffror.scb.se/?id1=1290,200
https://kommunsiffror.scb.se/?id1=1180,200
https://kommunsiffror.scb.se/?id1=1781,200
https://kommunsiffror.scb.se/?id1=2309,200
https://kommunsiffror.scb.se/?id1=1881,200
https://kommunsiffror.scb.se/?id1=1384,200
https://kommunsiffror.scb.se/?id1=1960,200
https://kommunsiffror.scb.se/?id1=1482,200
https://kommunsiffror.scb.se/?id1=1261,200
https://kommunsiffror.scb.se/?id1=1983,200
https://kommunsiffror.scb.se/?id1=1381,200
https://kommunsiffror.scb.se/?id1=1282,200
https://kommunsiffror.scb.se/?id1=1860,200
https://kommunsiffror.scb.se/?id1=1814,200
https://kommunsiffror.scb.se/?id1=2029,200
https://kommunsiffror.scb.se/?id1=1441,200
https://kommunsiffror.scb.se/?id1=1524,200
https://kommunsiffror.scb.se/?id1=0761,200
https://kommunsiffror.scb.se/?id1=0186,200
https://kommunsiffror.scb.se/?id1=1494,200
https://kommunsiffror.scb.se/?id1=1681,200
https://kommunsiffror.scb.se/?id1=1462,200
https://kommunsiffror.scb.se/?id1=1562,200
https://kommunsiffror.scb.se/?id1=1885,200
https://kommunsiffror.scb.se/?id1=0580,200
https://kommunsiffror.scb.se/?id1=0781,200
https://kommunsiffror.scb.se/?id1=2161,200
https://kommunsiffror.scb.se/?id1=1864,200
https://kommunsiffror.scb.se/?id1=1262,200
https://kommunsiffror.scb.se/?id1=2085,200
https://kommunsiffror.scb.se/?id1=2580,200
https://kommunsiffror.scb.se/?id1=1281,200
https://kommunsiffror.scb.se/?id1=2481,200
https://kommunsiffror.scb.se/?id1=1484,200
https://kommunsiffror.scb.se/?id1=1280,200
https://kommunsiffror.scb.se/?id1=2023,200
https://kommunsiffror.scb.se/?id1=2418,200
https://kommunsiffror.scb.se/?id1=1493,200
https://kommunsiffror.scb.se/?id1=1680,200
https://kommunsiffror.scb.se/?id1=0767,200
https://kommunsiffror.scb.se/?id1=1463,200
https://kommunsiffror.scb.se/?id1=1563,200
https://kommunsiffror.scb.se/?id1=2206,200
https://kommunsiffror.scb.se/?id1=1461,200
https://kommunsiffror.scb.se/?id1=1561,200
https://kommunsiffror.scb.se/?id1=0586,200
https://kommunsiffror.scb.se/?id1=2062,200
https://kommunsiffror.scb.se/?id1=0583,200
https://kommunsiffror.scb.se/?id1=0642,200
https://kommunsiffror.scb.se/?id1=1430,200
https://kommunsiffror.scb.se/?id1=1762,200
https://kommunsiffror.scb.se/?id1=1481,200
https://kommunsiffror.scb.se/?id1=0861,200
https://kommunsiffror.scb.se/?id1=0840,200
https://kommunsiffror.scb.se/?id1=0182,200
https://kommunsiffror.scb.se/?id1=2208,200
https://kommunsiffror.scb.se/?id1=1884,200
https://kommunsiffror.scb.se/?id1=1962,200
https://kommunsiffror.scb.se/?id1=2132,200
https://kommunsiffror.scb.se/?id1=2401,200
https://kommunsiffror.scb.se/?id1=0581,200
https://kommunsiffror.scb.se/?id1=0188,200
https://kommunsiffror.scb.se/?id1=0288,200
https://kommunsiffror.scb.se/?id1=2417,200
https://kommunsiffror.scb.se/?id1=0881,200
https://kommunsiffror.scb.se/?id1=0140,200
https://kommunsiffror.scb.se/?id1=0480,200
https://kommunsiffror.scb.se/?id1=0192,200
https://kommunsiffror.scb.se/?id1=0682,200
https://kommunsiffror.scb.se/?id1=1007,200
https://kommunsiffror.scb.se/?id1=2101,200
https://kommunsiffror.scb.se/?id1=0312,200
https://kommunsiffror.scb.se/?id1=1060,200
https://kommunsiffror.scb.se/?id1=2033,200
https://kommunsiffror.scb.se/?id1=2034,200
https://kommunsiffror.scb.se/?id1=1421,200
https://kommunsiffror.scb.se/?id1=1273,200
https://kommunsiffror.scb.se/?id1=1163,200
https://kommunsiffror.scb.se/?id1=0882,200
https://kommunsiffror.scb.se/?id1=2121,200
https://kommunsiffror.scb.se/?id1=0481,200
https://kommunsiffror.scb.se/?id1=2521,200
https://kommunsiffror.scb.se/?id1=1402,200
https://kommunsiffror.scb.se/?id1=1275,200
https://kommunsiffror.scb.se/?id1=1165,200
https://kommunsiffror.scb.se/?id1=2581,200
https://kommunsiffror.scb.se/?id1=2120,200
https://kommunsiffror.scb.se/?id1=0708,200
https://kommunsiffror.scb.se/?id1=0105,200
https://kommunsiffror.scb.se/?id1=0205,200
https://kommunsiffror.scb.se/?id1=2209,200
https://kommunsiffror.scb.se/?id1=0637,200
https://kommunsiffror.scb.se/?id1=2318,200
https://kommunsiffror.scb.se/?id1=1238,200
https://kommunsiffror.scb.se/?id1=0825,200
https://kommunsiffror.scb.se/?id1=0508,200
https://kommunsiffror.scb.se/?id1=1241,200
https://kommunsiffror.scb.se/?id1=0666,200
https://kommunsiffror.scb.se/?id1=0618,200
https://kommunsiffror.scb.se/?id1=1522,200
https://kommunsiffror.scb.se/?id1=0731,200
https://kommunsiffror.scb.se/?id1=2228,200
https://kommunsiffror.scb.se/?id1=1122,200
https://kommunsiffror.scb.se/?id1=2127,200
https://kommunsiffror.scb.se/?id1=1616,200
https://kommunsiffror.scb.se/?id1=2232,200
https://kommunsiffror.scb.se/?id1=1015,200
https://kommunsiffror.scb.se/?id1=0505,200
https://kommunsiffror.scb.se/?id1=0517,200
https://kommunsiffror.scb.se/?id1=1805,200
https://kommunsiffror.scb.se/?id1=1405,200
https://kommunsiffror.scb.se/?id1=0534,200
https://kommunsiffror.scb.se/?id1=2207,200
https://kommunsiffror.scb.se/?id1=1141,200
https://kommunsiffror.scb.se/?id1=1803,200
https://kommunsiffror.scb.se/?id1=1548,200
https://kommunsiffror.scb.se/?id1=0614,200
https://kommunsiffror.scb.se/?id1=1229,200
https://kommunsiffror.scb.se/?id1=1142,200
https://kommunsiffror.scb.se/?id1=0730,200
https://kommunsiffror.scb.se/?id1=2134,200
https://kommunsiffror.scb.se/?id1=0718,200
https://kommunsiffror.scb.se/?id1=0424,200
https://kommunsiffror.scb.se/?id1=1207,200
https://kommunsiffror.scb.se/?id1=1632,200
https://kommunsiffror.scb.se/?id1=2028,200
https://kommunsiffror.scb.se/?id1=2129,200
https://kommunsiffror.scb.se/?id1=1516,200
https://kommunsiffror.scb.se/?id1=1130,200
https://kommunsiffror.scb.se/?id1=1249,200
https://kommunsiffror.scb.se/?id1=1536,200
https://kommunsiffror.scb.se/?id1=0315,200
https://kommunsiffror.scb.se/?id1=0403,200
https://kommunsiffror.scb.se/?id1=0639,200
https://kommunsiffror.scb.se/?id1=2235,200
https://kommunsiffror.scb.se/?id1=0516,200
https://kommunsiffror.scb.se/?id1=1246,200
https://kommunsiffror.scb.se/?id1=0109,200
https://kommunsiffror.scb.se/?id1=0209,200
https://kommunsiffror.scb.se/?id1=0504,200
https://kommunsiffror.scb.se/?id1=2032,200
https://kommunsiffror.scb.se/?id1=0664,200
https://kommunsiffror.scb.se/?id1=2119,200
https://kommunsiffror.scb.se/?id1=1511,200
https://kommunsiffror.scb.se/?id1=0122,200
https://kommunsiffror.scb.se/?id1=0222,200
https://kommunsiffror.scb.se/?id1=0503,200
https://kommunsiffror.scb.se/?id1=2202,200
https://kommunsiffror.scb.se/?id1=1103,200
https://kommunsiffror.scb.se/?id1=1218,200
https://kommunsiffror.scb.se/?id1=2218,200
https://kommunsiffror.scb.se/?id1=0227,200
https://kommunsiffror.scb.se/?id1=0703,200
https://kommunsiffror.scb.se/?id1=0624,200
https://kommunsiffror.scb.se/?id1=1123,200
https://kommunsiffror.scb.se/?id1=2308,200
https://kommunsiffror.scb.se/?id1=1201,200
https://kommunsiffror.scb.se/?id1=1733,200
https://kommunsiffror.scb.se/?id1=1013,200
https://kommunsiffror.scb.se/?id1=1532,200
https://kommunsiffror.scb.se/?id1=1512,200
https://kommunsiffror.scb.se/?id1=1109,200
https://kommunsiffror.scb.se/?id1=1433,200
https://kommunsiffror.scb.se/?id1=1232,200
https://kommunsiffror.scb.se/?id1=2413,200
https://kommunsiffror.scb.se/?id1=0620,200
https://kommunsiffror.scb.se/?id1=2412,200
https://kommunsiffror.scb.se/?id1=2001,200
https://kommunsiffror.scb.se/?id1=2409,200
https://kommunsiffror.scb.se/?id1=2415,200
https://kommunsiffror.scb.se/?id1=0634,200
https://kommunsiffror.scb.se/?id1=1505,200
https://kommunsiffror.scb.se/?id1=0309,200
https://kommunsiffror.scb.se/?id1=0411,200
https://kommunsiffror.scb.se/?id1=0237,200
https://kommunsiffror.scb.se/?id1=1226,200
https://kommunsiffror.scb.se/?id1=0904,200
https://kommunsiffror.scb.se/?id1=1531,200
https://kommunsiffror.scb.se/?id1=1553,200
https://kommunsiffror.scb.se/?id1=0262,200
https://kommunsiffror.scb.se/?id1=0313,200
https://kommunsiffror.scb.se/?id1=1110,200
https://kommunsiffror.scb.se/?id1=2128,200
https://kommunsiffror.scb.se/?id1=1627,200
https://kommunsiffror.scb.se/?id1=1912,200
https://kommunsiffror.scb.se/?id1=0185,200
https://kommunsiffror.scb.se/?id1=0285,200
https://kommunsiffror.scb.se/?id1=0119,200
https://kommunsiffror.scb.se/?id1=0219,200
https://kommunsiffror.scb.se/?id1=0823,200
https://kommunsiffror.scb.se/?id1=0828,200
https://kommunsiffror.scb.se/?id1=1220,200
https://kommunsiffror.scb.se/?id1=2509,200
https://kommunsiffror.scb.se/?id1=1719,200
https://kommunsiffror.scb.se/?id1=0707,200
https://kommunsiffror.scb.se/?id1=1209,200
https://kommunsiffror.scb.se/?id1=1807,200
https://kommunsiffror.scb.se/?id1=0225,200
https://kommunsiffror.scb.se/?id1=1710,200
